Terapia,Grupo,Probabilidad,Umbral
ABC_3TC__LPV_r,PI,0.0231,40218866.13636364
ABC_3TC__NVP,NNRTI,0.0509,40218866.13636364
ABC_3TC__RAL,INSTI,0.0454,40218866.13636364
AZT_3TC_NVP,NNRTI,0.048466666666666665,40218866.13636364
AZT_3TC__ATV_r,PI,0.033966666666666666,40218866.13636364
AZT_3TC__LPV_r,PI,0.025533333333333335,40218866.13636364
AZT_3TC__NVP,NNRTI,0.051166666666666666,40218866.13636364
DRV_c,PI,0.009633333333333334,40218866.13636364
DTG_3TC,INSTI,0.0,40218866.13636364
TAF_FTC_BIC,INSTI,0.0,40218866.13636364
TAF_FTC_EVG_c,INSTI,0.0,40218866.13636364
TAF_FTC_RPV,NNRTI,0.0,40218866.13636364
TAF_FTC__DOR,NNRTI,0.0,40218866.13636364
TAF_FTC__DRV_c,PI,6.666666666666667e-05,40218866.13636364
TAF_FTC__DRV_r,PI,0.00016666666666666666,40218866.13636364
TAF_FTC__DTG,INSTI,0.00016666666666666666,40218866.13636364
TAF_FTC__RAL,INSTI,0.0,40218866.13636364
TAF_FTC__RPV,NNRTI,0.0,40218866.13636364
TAF__DRV_c,PI,0.0006666666666666666,40218866.13636364
TDF_FTC_EVG_c,INSTI,0.052833333333333336,40218866.13636364
TDF_FTC_RPV,NNRTI,0.024,40218866.13636364
TDF_FTC__ATV_r,PI,0.0245,40218866.13636364
TDF_FTC__DOR,NNRTI,0.0002666666666666667,40218866.13636364
TDF_FTC__DRV_c,PI,0.0051333333333333335,40218866.13636364
TDF_FTC__DRV_r,PI,0.019133333333333332,40218866.13636364
TDF_FTC__DTG,INSTI,0.05486666666666667,40218866.13636364
TDF_FTC__EFV,NNRTI,0.0369,40218866.13636364
TDF_FTC__LPV_r,PI,0.019633333333333332,40218866.13636364
TDF_FTC__NVP,NNRTI,0.037566666666666665,40218866.13636364
TDF_FTC__RAL,INSTI,0.029433333333333332,40218866.13636364
TDF_FTC__RPV,NNRTI,0.0037333333333333333,40218866.13636364
3TC_ABC__DRV_c,PI,0.007066666666666666,41015947.92121212
3TC_ABC__DRV_r,PI,0.028533333333333334,41015947.92121212
3TC__DRV_c,PI,0.007366666666666666,41015947.92121212
3TC__DRV_r,PI,0.030233333333333334,41015947.92121212
3TC__DTG,INSTI,0.07343333333333334,41015947.92121212
3TC__FTC__DRV_c,PI,0.0025666666666666667,41015947.92121212
3TC__FTC__DRV_r,PI,0.0067666666666666665,41015947.92121212
ABC_3TC_DTG,INSTI,0.06983333333333333,41015947.92121212
ABC_3TC__ATV_r,PI,0.0356,41015947.92121212
ABC_3TC__DRV_r,PI,0.028066666666666667,41015947.92121212
ABC_3TC__DTG,INSTI,0.07403333333333334,41015947.92121212
ABC_3TC__EFV,NNRTI,0.0394,41015947.92121212
ABC_3TC__LPV_r,PI,0.022933333333333333,41015947.92121212
ABC_3TC__NVP,NNRTI,0.0506,41015947.92121212
ABC_3TC__RAL,INSTI,0.046033333333333336,41015947.92121212
AZT_3TC_NVP,NNRTI,0.0482,41015947.92121212
AZT_3TC__ATV_r,PI,0.03376666666666667,41015947.92121212
AZT_3TC__LPV_r,PI,0.025533333333333335,41015947.92121212
AZT_3TC__NVP,NNRTI,0.05096666666666667,41015947.92121212
DRV_c,PI,0.009633333333333334,41015947.92121212
DTG_3TC,INSTI,0.0,41015947.92121212
TAF_FTC_BIC,INSTI,0.0,41015947.92121212
TAF_FTC_EVG_c,INSTI,0.0,41015947.92121212
TAF_FTC_RPV,NNRTI,0.0,41015947.92121212
TAF_FTC__DOR,NNRTI,0.0,41015947.92121212
TAF_FTC__DRV_c,PI,6.666666666666667e-05,41015947.92121212
TAF_FTC__DRV_r,PI,0.0002,41015947.92121212
TAF_FTC__DTG,INSTI,0.00023333333333333333,41015947.92121212
TAF_FTC__RAL,INSTI,0.0,41015947.92121212
TAF_FTC__RPV,NNRTI,0.0,41015947.92121212
TAF__DRV_c,PI,0.0008,41015947.92121212
TDF_FTC_EVG_c,INSTI,0.0529,41015947.92121212
TDF_FTC_RPV,NNRTI,0.024066666666666667,41015947.92121212
TDF_FTC__ATV_r,PI,0.024333333333333332,41015947.92121212
TDF_FTC__DOR,NNRTI,0.00036666666666666667,41015947.92121212
TDF_FTC__DRV_c,PI,0.0051333333333333335,41015947.92121212
TDF_FTC__DRV_r,PI,0.019166666666666665,41015947.92121212
TDF_FTC__DTG,INSTI,0.05486666666666667,41015947.92121212
TDF_FTC__EFV,NNRTI,0.03676666666666667,41015947.92121212
TDF_FTC__LPV_r,PI,0.019466666666666667,41015947.92121212
TDF_FTC__NVP,NNRTI,0.03746666666666667,41015947.92121212
TDF_FTC__RAL,INSTI,0.0298,41015947.92121212
TDF_FTC__RPV,NNRTI,0.0039,41015947.92121212
3TC_ABC__DRV_c,PI,0.0071,41813029.7060606
3TC_ABC__DRV_r,PI,0.028466666666666668,41813029.7060606
3TC__DRV_c,PI,0.007366666666666666,41813029.7060606
3TC__DRV_r,PI,0.030233333333333334,41813029.7060606
3TC__DTG,INSTI,0.0737,41813029.7060606
3TC__FTC__DRV_c,PI,0.0026333333333333334,41813029.7060606
3TC__FTC__DRV_r,PI,0.0069,41813029.7060606
ABC_3TC_DTG,INSTI,0.07003333333333334,41813029.7060606
ABC_3TC__ATV_r,PI,0.03553333333333333,41813029.7060606
ABC_3TC__DRV_r,PI,0.028033333333333334,41813029.7060606
ABC_3TC__DTG,INSTI,0.07413333333333333,41813029.7060606
ABC_3TC__EFV,NNRTI,0.03903333333333334,41813029.7060606
ABC_3TC__LPV_r,PI,0.022766666666666668,41813029.7060606
ABC_3TC__NVP,NNRTI,0.050166666666666665,41813029.7060606
ABC_3TC__RAL,INSTI,0.0466,41813029.7060606
AZT_3TC_NVP,NNRTI,0.047966666666666664,41813029.7060606
AZT_3TC__ATV_r,PI,0.0336,41813029.7060606
AZT_3TC__LPV_r,PI,0.025466666666666665,41813029.7060606
AZT_3TC__NVP,NNRTI,0.050666666666666665,41813029.7060606
DRV_c,PI,0.009633333333333334,41813029.7060606
DTG_3TC,INSTI,0.0,41813029.7060606
TAF_FTC_BIC,INSTI,0.0,41813029.7060606
TAF_FTC_EVG_c,INSTI,0.0,41813029.7060606
TAF_FTC_RPV,NNRTI,0.0,41813029.7060606
TAF_FTC__DOR,NNRTI,0.0,41813029.7060606
TAF_FTC__DRV_c,PI,6.666666666666667e-05,41813029.7060606
TAF_FTC__DRV_r,PI,0.0002666666666666667,41813029.7060606
TAF_FTC__DTG,INSTI,0.0003,41813029.7060606
TAF_FTC__RAL,INSTI,0.0,41813029.7060606
TAF_FTC__RPV,NNRTI,0.0,41813029.7060606
TAF__DRV_c,PI,0.0008,41813029.7060606
TDF_FTC_EVG_c,INSTI,0.05296666666666667,41813029.7060606
TDF_FTC_RPV,NNRTI,0.024066666666666667,41813029.7060606
TDF_FTC__ATV_r,PI,0.0242,41813029.7060606
TDF_FTC__DOR,NNRTI,0.0004333333333333333,41813029.7060606
TDF_FTC__DRV_c,PI,0.0051333333333333335,41813029.7060606
TDF_FTC__DRV_r,PI,0.019166666666666665,41813029.7060606
TDF_FTC__DTG,INSTI,0.05513333333333333,41813029.7060606
TDF_FTC__EFV,NNRTI,0.03663333333333333,41813029.7060606
TDF_FTC__LPV_r,PI,0.0194,41813029.7060606
TDF_FTC__NVP,NNRTI,0.037366666666666666,41813029.7060606
TDF_FTC__RAL,INSTI,0.030133333333333335,41813029.7060606
TDF_FTC__RPV,NNRTI,0.004,41813029.7060606
3TC_ABC__DRV_c,PI,0.0071,42610111.49090909
3TC_ABC__DRV_r,PI,0.028533333333333334,42610111.49090909
3TC__DRV_c,PI,0.0074333333333333335,42610111.49090909
3TC__DRV_r,PI,0.030166666666666668,42610111.49090909
3TC__DTG,INSTI,0.0737,42610111.49090909
3TC__FTC__DRV_c,PI,0.0026666666666666666,42610111.49090909
3TC__FTC__DRV_r,PI,0.0071,42610111.49090909
ABC_3TC_DTG,INSTI,0.0701,42610111.49090909
ABC_3TC__ATV_r,PI,0.0354,42610111.49090909
ABC_3TC__DRV_r,PI,0.028033333333333334,42610111.49090909
ABC_3TC__DTG,INSTI,0.0742,42610111.49090909
ABC_3TC__EFV,NNRTI,0.038933333333333334,42610111.49090909
ABC_3TC__LPV_r,PI,0.022766666666666668,42610111.49090909
ABC_3TC__NVP,NNRTI,0.04986666666666666,42610111.49090909
ABC_3TC__RAL,INSTI,0.0473,42610111.49090909
AZT_3TC_NVP,NNRTI,0.04763333333333333,42610111.49090909
AZT_3TC__ATV_r,PI,0.03336666666666667,42610111.49090909
AZT_3TC__LPV_r,PI,0.0254,42610111.49090909
AZT_3TC__NVP,NNRTI,0.05046666666666667,42610111.49090909
DRV_c,PI,0.009666666666666667,42610111.49090909
DTG_3TC,INSTI,0.0,42610111.49090909
TAF_FTC_BIC,INSTI,0.0,42610111.49090909
TAF_FTC_EVG_c,INSTI,0.0,42610111.49090909
TAF_FTC_RPV,NNRTI,0.0,42610111.49090909
TAF_FTC__DOR,NNRTI,0.0,42610111.49090909
TAF_FTC__DRV_c,PI,6.666666666666667e-05,42610111.49090909
TAF_FTC__DRV_r,PI,0.0002666666666666667,42610111.49090909
TAF_FTC__DTG,INSTI,0.00036666666666666667,42610111.49090909
TAF_FTC__RAL,INSTI,0.0,42610111.49090909
TAF_FTC__RPV,NNRTI,0.0,42610111.49090909
TAF__DRV_c,PI,0.0008666666666666666,42610111.49090909
TDF_FTC_EVG_c,INSTI,0.053033333333333335,42610111.49090909
TDF_FTC_RPV,NNRTI,0.0241,42610111.49090909
TDF_FTC__ATV_r,PI,0.0241,42610111.49090909
TDF_FTC__DOR,NNRTI,0.00046666666666666666,42610111.49090909
TDF_FTC__DRV_c,PI,0.0051,42610111.49090909
TDF_FTC__DRV_r,PI,0.019066666666666666,42610111.49090909
TDF_FTC__DTG,INSTI,0.0552,42610111.49090909
TDF_FTC__EFV,NNRTI,0.03646666666666667,42610111.49090909
TDF_FTC__LPV_r,PI,0.019366666666666667,42610111.49090909
TDF_FTC__NVP,NNRTI,0.03713333333333333,42610111.49090909
TDF_FTC__RAL,INSTI,0.030466666666666666,42610111.49090909
TDF_FTC__RPV,NNRTI,0.0042,42610111.49090909
3TC_ABC__DRV_c,PI,0.007033333333333333,43407193.27575758
3TC_ABC__DRV_r,PI,0.028566666666666667,43407193.27575758
3TC__DRV_c,PI,0.0074333333333333335,43407193.27575758
3TC__DRV_r,PI,0.0301,43407193.27575758
3TC__DTG,INSTI,0.07363333333333333,43407193.27575758
3TC__FTC__DRV_c,PI,0.0028,43407193.27575758
3TC__FTC__DRV_r,PI,0.007233333333333333,43407193.27575758
ABC_3TC_DTG,INSTI,0.07016666666666667,43407193.27575758
ABC_3TC__ATV_r,PI,0.035166666666666666,43407193.27575758
ABC_3TC__DRV_r,PI,0.028033333333333334,43407193.27575758
ABC_3TC__DTG,INSTI,0.0743,43407193.27575758
ABC_3TC__EFV,NNRTI,0.0388,43407193.27575758
ABC_3TC__LPV_r,PI,0.02266666666666667,43407193.27575758
ABC_3TC__NVP,NNRTI,0.04973333333333333,43407193.27575758
ABC_3TC__RAL,INSTI,0.047933333333333335,43407193.27575758
AZT_3TC_NVP,NNRTI,0.04736666666666667,43407193.27575758
AZT_3TC__ATV_r,PI,0.033166666666666664,43407193.27575758
AZT_3TC__LPV_r,PI,0.025166666666666667,43407193.27575758
AZT_3TC__NVP,NNRTI,0.050133333333333335,43407193.27575758
DRV_c,PI,0.009633333333333334,43407193.27575758
DTG_3TC,INSTI,0.0,43407193.27575758
TAF_FTC_BIC,INSTI,0.0,43407193.27575758
TAF_FTC_EVG_c,INSTI,0.0,43407193.27575758
TAF_FTC_RPV,NNRTI,0.0,43407193.27575758
TAF_FTC__DOR,NNRTI,0.0,43407193.27575758
TAF_FTC__DRV_c,PI,0.00013333333333333334,43407193.27575758
TAF_FTC__DRV_r,PI,0.0003333333333333333,43407193.27575758
TAF_FTC__DTG,INSTI,0.0005666666666666667,43407193.27575758
TAF_FTC__RAL,INSTI,3.3333333333333335e-05,43407193.27575758
TAF_FTC__RPV,NNRTI,0.0,43407193.27575758
TAF__DRV_c,PI,0.0009333333333333333,43407193.27575758
TDF_FTC_EVG_c,INSTI,0.053033333333333335,43407193.27575758
TDF_FTC_RPV,NNRTI,0.024133333333333333,43407193.27575758
TDF_FTC__ATV_r,PI,0.023966666666666667,43407193.27575758
TDF_FTC__DOR,NNRTI,0.0006,43407193.27575758
TDF_FTC__DRV_c,PI,0.005066666666666666,43407193.27575758
TDF_FTC__DRV_r,PI,0.019133333333333332,43407193.27575758
TDF_FTC__DTG,INSTI,0.0553,43407193.27575758
TDF_FTC__EFV,NNRTI,0.0364,43407193.27575758
TDF_FTC__LPV_r,PI,0.019333333333333334,43407193.27575758
TDF_FTC__NVP,NNRTI,0.03696666666666667,43407193.27575758
TDF_FTC__RAL,INSTI,0.0307,43407193.27575758
TDF_FTC__RPV,NNRTI,0.0044,43407193.27575758
3TC_ABC__DRV_c,PI,0.007033333333333333,44204275.06060606
3TC_ABC__DRV_r,PI,0.0285,44204275.06060606
3TC__DRV_c,PI,0.0074,44204275.06060606
3TC__DRV_r,PI,0.030033333333333332,44204275.06060606
3TC__DTG,INSTI,0.07393333333333334,44204275.06060606
3TC__FTC__DRV_c,PI,0.0029333333333333334,44204275.06060606
3TC__FTC__DRV_r,PI,0.007333333333333333,44204275.06060606
ABC_3TC_DTG,INSTI,0.07033333333333333,44204275.06060606
ABC_3TC__ATV_r,PI,0.0349,44204275.06060606
ABC_3TC__DRV_r,PI,0.027933333333333334,44204275.06060606
ABC_3TC__DTG,INSTI,0.0744,44204275.06060606
ABC_3TC__EFV,NNRTI,0.038566666666666666,44204275.06060606
ABC_3TC__LPV_r,PI,0.022533333333333332,44204275.06060606
ABC_3TC__NVP,NNRTI,0.049433333333333336,44204275.06060606
ABC_3TC__RAL,INSTI,0.048766666666666666,44204275.06060606
AZT_3TC_NVP,NNRTI,0.04713333333333333,44204275.06060606
AZT_3TC__ATV_r,PI,0.03283333333333333,44204275.06060606
AZT_3TC__LPV_r,PI,0.025,44204275.06060606
AZT_3TC__NVP,NNRTI,0.049666666666666665,44204275.06060606
DRV_c,PI,0.009666666666666667,44204275.06060606
DTG_3TC,INSTI,0.0,44204275.06060606
TAF_FTC_BIC,INSTI,0.0,44204275.06060606
TAF_FTC_EVG_c,INSTI,0.0,44204275.06060606
TAF_FTC_RPV,NNRTI,0.0,44204275.06060606
TAF_FTC__DOR,NNRTI,0.0,44204275.06060606
TAF_FTC__DRV_c,PI,0.00013333333333333334,44204275.06060606
TAF_FTC__DRV_r,PI,0.00036666666666666667,44204275.06060606
TAF_FTC__DTG,INSTI,0.0006333333333333333,44204275.06060606
TAF_FTC__RAL,INSTI,0.0001,44204275.06060606
TAF_FTC__RPV,NNRTI,0.0,44204275.06060606
TAF__DRV_c,PI,0.001,44204275.06060606
TDF_FTC_EVG_c,INSTI,0.05316666666666667,44204275.06060606
TDF_FTC_RPV,NNRTI,0.024133333333333333,44204275.06060606
TDF_FTC__ATV_r,PI,0.0239,44204275.06060606
TDF_FTC__DOR,NNRTI,0.0006333333333333333,44204275.06060606
TDF_FTC__DRV_c,PI,0.005033333333333333,44204275.06060606
TDF_FTC__DRV_r,PI,0.019033333333333333,44204275.06060606
TDF_FTC__DTG,INSTI,0.055466666666666664,44204275.06060606
TDF_FTC__EFV,NNRTI,0.0363,44204275.06060606
TDF_FTC__LPV_r,PI,0.0193,44204275.06060606
TDF_FTC__NVP,NNRTI,0.0368,44204275.06060606
TDF_FTC__RAL,INSTI,0.031166666666666665,44204275.06060606
TDF_FTC__RPV,NNRTI,0.0046,44204275.06060606
3TC_ABC__DRV_c,PI,0.007,45001356.845454544
3TC_ABC__DRV_r,PI,0.028466666666666668,45001356.845454544
3TC__DRV_c,PI,0.0074,45001356.845454544
3TC__DRV_r,PI,0.030033333333333332,45001356.845454544
3TC__DTG,INSTI,0.0741,45001356.845454544
3TC__FTC__DRV_c,PI,0.0029666666666666665,45001356.845454544
3TC__FTC__DRV_r,PI,0.007566666666666667,45001356.845454544
ABC_3TC_DTG,INSTI,0.0704,45001356.845454544
ABC_3TC__ATV_r,PI,0.034833333333333334,45001356.845454544
ABC_3TC__DRV_r,PI,0.0278,45001356.845454544
ABC_3TC__DTG,INSTI,0.07436666666666666,45001356.845454544
ABC_3TC__EFV,NNRTI,0.03836666666666667,45001356.845454544
ABC_3TC__LPV_r,PI,0.022333333333333334,45001356.845454544
ABC_3TC__NVP,NNRTI,0.04923333333333333,45001356.845454544
ABC_3TC__RAL,INSTI,0.04936666666666667,45001356.845454544
AZT_3TC_NVP,NNRTI,0.046966666666666664,45001356.845454544
AZT_3TC__ATV_r,PI,0.0327,45001356.845454544
AZT_3TC__LPV_r,PI,0.02493333333333333,45001356.845454544
AZT_3TC__NVP,NNRTI,0.0494,45001356.845454544
DRV_c,PI,0.0097,45001356.845454544
DTG_3TC,INSTI,0.0,45001356.845454544
TAF_FTC_BIC,INSTI,0.0,45001356.845454544
TAF_FTC_EVG_c,INSTI,0.0,45001356.845454544
TAF_FTC_RPV,NNRTI,0.0,45001356.845454544
TAF_FTC__DOR,NNRTI,0.0,45001356.845454544
TAF_FTC__DRV_c,PI,0.0002,45001356.845454544
TAF_FTC__DRV_r,PI,0.00046666666666666666,45001356.845454544
TAF_FTC__DTG,INSTI,0.0006333333333333333,45001356.845454544
TAF_FTC__RAL,INSTI,0.0001,45001356.845454544
TAF_FTC__RPV,NNRTI,0.0,45001356.845454544
TAF__DRV_c,PI,0.0010333333333333334,45001356.845454544
TDF_FTC_EVG_c,INSTI,0.0533,45001356.845454544
TDF_FTC_RPV,NNRTI,0.0242,45001356.845454544
TDF_FTC__ATV_r,PI,0.023666666666666666,45001356.845454544
TDF_FTC__DOR,NNRTI,0.0006666666666666666,45001356.845454544
TDF_FTC__DRV_c,PI,0.005033333333333333,45001356.845454544
TDF_FTC__DRV_r,PI,0.019066666666666666,45001356.845454544
TDF_FTC__DTG,INSTI,0.05556666666666667,45001356.845454544
TDF_FTC__EFV,NNRTI,0.0361,45001356.845454544
TDF_FTC__LPV_r,PI,0.0192,45001356.845454544
TDF_FTC__NVP,NNRTI,0.0365,45001356.845454544
TDF_FTC__RAL,INSTI,0.031566666666666666,45001356.845454544
TDF_FTC__RPV,NNRTI,0.004866666666666667,45001356.845454544
3TC_ABC__DRV_c,PI,0.007066666666666666,45798438.63030303
3TC_ABC__DRV_r,PI,0.0285,45798438.63030303
3TC__DRV_c,PI,0.0074,45798438.63030303
3TC__DRV_r,PI,0.029933333333333333,45798438.63030303
3TC__DTG,INSTI,0.0741,45798438.63030303
3TC__FTC__DRV_c,PI,0.003033333333333333,45798438.63030303
3TC__FTC__DRV_r,PI,0.0077666666666666665,45798438.63030303
ABC_3TC_DTG,INSTI,0.0704,45798438.63030303
ABC_3TC__ATV_r,PI,0.0347,45798438.63030303
ABC_3TC__DRV_r,PI,0.0277,45798438.63030303
ABC_3TC__DTG,INSTI,0.07473333333333333,45798438.63030303
ABC_3TC__EFV,NNRTI,0.038266666666666664,45798438.63030303
ABC_3TC__LPV_r,PI,0.022266666666666667,45798438.63030303
ABC_3TC__NVP,NNRTI,0.048933333333333336,45798438.63030303
ABC_3TC__RAL,INSTI,0.049833333333333334,45798438.63030303
AZT_3TC_NVP,NNRTI,0.046733333333333335,45798438.63030303
AZT_3TC__ATV_r,PI,0.032466666666666665,45798438.63030303
AZT_3TC__LPV_r,PI,0.024766666666666666,45798438.63030303
AZT_3TC__NVP,NNRTI,0.049166666666666664,45798438.63030303
DRV_c,PI,0.009733333333333333,45798438.63030303
DTG_3TC,INSTI,0.0,45798438.63030303
TAF_FTC_BIC,INSTI,0.0,45798438.63030303
TAF_FTC_EVG_c,INSTI,0.0,45798438.63030303
TAF_FTC_RPV,NNRTI,0.0,45798438.63030303
TAF_FTC__DOR,NNRTI,0.0,45798438.63030303
TAF_FTC__DRV_c,PI,0.0002666666666666667,45798438.63030303
TAF_FTC__DRV_r,PI,0.0005,45798438.63030303
TAF_FTC__DTG,INSTI,0.0007333333333333333,45798438.63030303
TAF_FTC__RAL,INSTI,0.0001,45798438.63030303
TAF_FTC__RPV,NNRTI,0.0,45798438.63030303
TAF__DRV_c,PI,0.0010666666666666667,45798438.63030303
TDF_FTC_EVG_c,INSTI,0.05346666666666667,45798438.63030303
TDF_FTC_RPV,NNRTI,0.024233333333333332,45798438.63030303
TDF_FTC__ATV_r,PI,0.0235,45798438.63030303
TDF_FTC__DOR,NNRTI,0.0007666666666666667,45798438.63030303
TDF_FTC__DRV_c,PI,0.005033333333333333,45798438.63030303
TDF_FTC__DRV_r,PI,0.019066666666666666,45798438.63030303
TDF_FTC__DTG,INSTI,0.05556666666666667,45798438.63030303
TDF_FTC__EFV,NNRTI,0.036033333333333334,45798438.63030303
TDF_FTC__LPV_r,PI,0.019133333333333332,45798438.63030303
TDF_FTC__NVP,NNRTI,0.036333333333333336,45798438.63030303
TDF_FTC__RAL,INSTI,0.031766666666666665,45798438.63030303
TDF_FTC__RPV,NNRTI,0.005033333333333333,45798438.63030303
3TC_ABC__DRV_c,PI,0.007066666666666666,46595520.41515152
3TC_ABC__DRV_r,PI,0.028433333333333335,46595520.41515152
3TC__DRV_c,PI,0.0074,46595520.41515152
3TC__DRV_r,PI,0.029866666666666666,46595520.41515152
3TC__DTG,INSTI,0.0743,46595520.41515152
3TC__FTC__DRV_c,PI,0.0030666666666666668,46595520.41515152
3TC__FTC__DRV_r,PI,0.007966666666666667,46595520.41515152
ABC_3TC_DTG,INSTI,0.0705,46595520.41515152
ABC_3TC__ATV_r,PI,0.0346,46595520.41515152
ABC_3TC__DRV_r,PI,0.027733333333333332,46595520.41515152
ABC_3TC__DTG,INSTI,0.075,46595520.41515152
ABC_3TC__EFV,NNRTI,0.0381,46595520.41515152
ABC_3TC__LPV_r,PI,0.022033333333333332,46595520.41515152
ABC_3TC__NVP,NNRTI,0.04873333333333333,46595520.41515152
ABC_3TC__RAL,INSTI,0.050333333333333334,46595520.41515152
AZT_3TC_NVP,NNRTI,0.046533333333333336,46595520.41515152
AZT_3TC__ATV_r,PI,0.0322,46595520.41515152
AZT_3TC__LPV_r,PI,0.0246,46595520.41515152
AZT_3TC__NVP,NNRTI,0.04883333333333333,46595520.41515152
DRV_c,PI,0.009733333333333333,46595520.41515152
DTG_3TC,INSTI,0.0,46595520.41515152
TAF_FTC_BIC,INSTI,0.0,46595520.41515152
TAF_FTC_EVG_c,INSTI,0.0,46595520.41515152
TAF_FTC_RPV,NNRTI,0.0,46595520.41515152
TAF_FTC__DOR,NNRTI,0.0,46595520.41515152
TAF_FTC__DRV_c,PI,0.0002666666666666667,46595520.41515152
TAF_FTC__DRV_r,PI,0.0005333333333333334,46595520.41515152
TAF_FTC__DTG,INSTI,0.0009666666666666667,46595520.41515152
TAF_FTC__RAL,INSTI,0.00013333333333333334,46595520.41515152
TAF_FTC__RPV,NNRTI,0.0,46595520.41515152
TAF__DRV_c,PI,0.0011,46595520.41515152
TDF_FTC_EVG_c,INSTI,0.053566666666666665,46595520.41515152
TDF_FTC_RPV,NNRTI,0.0242,46595520.41515152
TDF_FTC__ATV_r,PI,0.023333333333333334,46595520.41515152
TDF_FTC__DOR,NNRTI,0.0008333333333333334,46595520.41515152
TDF_FTC__DRV_c,PI,0.005,46595520.41515152
TDF_FTC__DRV_r,PI,0.019,46595520.41515152
TDF_FTC__DTG,INSTI,0.0558,46595520.41515152
TDF_FTC__EFV,NNRTI,0.03596666666666667,46595520.41515152
TDF_FTC__LPV_r,PI,0.019,46595520.41515152
TDF_FTC__NVP,NNRTI,0.036166666666666666,46595520.41515152
TDF_FTC__RAL,INSTI,0.031966666666666664,46595520.41515152
TDF_FTC__RPV,NNRTI,0.005233333333333334,46595520.41515152
3TC_ABC__DRV_c,PI,0.007,47392602.2
3TC_ABC__DRV_r,PI,0.0284,47392602.2
3TC__DRV_c,PI,0.007366666666666666,47392602.2
3TC__DRV_r,PI,0.0299,47392602.2
3TC__DTG,INSTI,0.0743,47392602.2
3TC__FTC__DRV_c,PI,0.0031333333333333335,47392602.2
3TC__FTC__DRV_r,PI,0.008266666666666667,47392602.2
ABC_3TC_DTG,INSTI,0.0705,47392602.2
ABC_3TC__ATV_r,PI,0.0345,47392602.2
ABC_3TC__DRV_r,PI,0.027833333333333335,47392602.2
ABC_3TC__DTG,INSTI,0.07503333333333333,47392602.2
ABC_3TC__EFV,NNRTI,0.0378,47392602.2
ABC_3TC__LPV_r,PI,0.021933333333333332,47392602.2
ABC_3TC__NVP,NNRTI,0.04856666666666667,47392602.2
ABC_3TC__RAL,INSTI,0.050833333333333335,47392602.2
AZT_3TC_NVP,NNRTI,0.0463,47392602.2
AZT_3TC__ATV_r,PI,0.031966666666666664,47392602.2
AZT_3TC__LPV_r,PI,0.024533333333333334,47392602.2
AZT_3TC__NVP,NNRTI,0.048633333333333334,47392602.2
DRV_c,PI,0.009666666666666667,47392602.2
DTG_3TC,INSTI,0.0,47392602.2
TAF_FTC_BIC,INSTI,0.0,47392602.2
TAF_FTC_EVG_c,INSTI,0.0,47392602.2
TAF_FTC_RPV,NNRTI,0.0,47392602.2
TAF_FTC__DOR,NNRTI,0.0,47392602.2
TAF_FTC__DRV_c,PI,0.0003333333333333333,47392602.2
TAF_FTC__DRV_r,PI,0.0005666666666666667,47392602.2
TAF_FTC__DTG,INSTI,0.0010666666666666667,47392602.2
TAF_FTC__RAL,INSTI,0.00013333333333333334,47392602.2
TAF_FTC__RPV,NNRTI,0.0,47392602.2
TAF__DRV_c,PI,0.0011333333333333334,47392602.2
TDF_FTC_EVG_c,INSTI,0.053566666666666665,47392602.2
TDF_FTC_RPV,NNRTI,0.024266666666666666,47392602.2
TDF_FTC__ATV_r,PI,0.0232,47392602.2
TDF_FTC__DOR,NNRTI,0.0008333333333333334,47392602.2
TDF_FTC__DRV_c,PI,0.004966666666666667,47392602.2
TDF_FTC__DRV_r,PI,0.018966666666666666,47392602.2
TDF_FTC__DTG,INSTI,0.056133333333333334,47392602.2
TDF_FTC__EFV,NNRTI,0.0358,47392602.2
TDF_FTC__LPV_r,PI,0.0189,47392602.2
TDF_FTC__NVP,NNRTI,0.036066666666666664,47392602.2
TDF_FTC__RAL,INSTI,0.032233333333333336,47392602.2
TDF_FTC__RPV,NNRTI,0.0054666666666666665,47392602.2
3TC_ABC__DRV_c,PI,0.007,48189683.984848484
3TC_ABC__DRV_r,PI,0.028433333333333335,48189683.984848484
3TC__DRV_c,PI,0.007366666666666666,48189683.984848484
3TC__DRV_r,PI,0.029833333333333333,48189683.984848484
3TC__DTG,INSTI,0.07446666666666667,48189683.984848484
3TC__FTC__DRV_c,PI,0.0031333333333333335,48189683.984848484
3TC__FTC__DRV_r,PI,0.008366666666666666,48189683.984848484
ABC_3TC_DTG,INSTI,0.0709,48189683.984848484
ABC_3TC__ATV_r,PI,0.03426666666666667,48189683.984848484
ABC_3TC__DRV_r,PI,0.027866666666666668,48189683.984848484
ABC_3TC__DTG,INSTI,0.075,48189683.984848484
ABC_3TC__EFV,NNRTI,0.0377,48189683.984848484
ABC_3TC__LPV_r,PI,0.021766666666666667,48189683.984848484
ABC_3TC__NVP,NNRTI,0.04833333333333333,48189683.984848484
ABC_3TC__RAL,INSTI,0.051133333333333336,48189683.984848484
AZT_3TC_NVP,NNRTI,0.0462,48189683.984848484
AZT_3TC__ATV_r,PI,0.03183333333333333,48189683.984848484
AZT_3TC__LPV_r,PI,0.024433333333333335,48189683.984848484
AZT_3TC__NVP,NNRTI,0.048433333333333335,48189683.984848484
DRV_c,PI,0.009633333333333334,48189683.984848484
